ID|COUPONCODE|COUPONTYPE|CREATED_AT|CUSTOMERNAME|CUSTOMERREVIEW|GROSSMARGIN|ORDERTYPE|PAYMENTTYPE|AMOUNT|SERVINGTIME|TXNID|PRODUCT_ID|STORE_ID|CUSTOMER_ID
35349676|10%OFF|National|2019-09-25 12:15:22.000000|Theresa Dickens|4|2.80|drive-thru|Paypal|4.80|591|SKM4MJ6SNI|4022|8603|550
35562301|BUY5GET1|Regional|2018-07-22 17:15:26.000000|Adrian Abraham|4|2.12|call-in|Debit Card|9.12|358|G25QYDLB09|4563|8740|3279
38146327|10%OFF|One-time Personal|2018-07-25 12:59:22.000000|Deirdre Roberts|4|1.56|mobile-app|Cash|4.56|453|Q684JSMHH1|4363|8725|127
34546150|BOGO|National|2018-11-23 13:19:13.000000|Julia Gibson|4|1.56|drive-thru|Stripe|2.56|100|QY2MG2U34B|4175|8199|3201
37784070|BOGO|Regional|2019-01-24 09:13:20.000000|Dan Nolan|2|2.47|call-in|Gift Card|8.47|133|1BUSXIOB9F|4062|8116|773
34433708|10%OFF|Multi-Use Personal|2018-05-02 07:17:53.000000|Matt Parsons|5|1.32|drive-thru|Debit Card|8.32|58|H7JVKND3XJ|4179|8417|1630
34647557||National|2019-03-04 12:17:03.000000|Emma Pullman|5|1.54|drive-thru|Credit Card|8.54|244|415QOI3JC4|4211|8321|529
34372192|10%OFF|Multi-Use Personal|2017-12-03 07:53:16.000000|Paul Walsh|1|5.43|in-store|Debit Card|11.43|255|M2Y1YJ3QC1|4209|8318|223
34611958|10%OFF|National|2019-01-30 12:46:59.000000|Lillian Parsons|2|1.15|call-in|Cash|3.15|231|S2RJ2TJNMR|4197|8285|1115
34493396|BUY5GET1|Regional|2018-09-05 15:46:10.000000|Dylan Anderson|3|3.12|call-in|Gift Card|5.12|141|WKW0NKX9D9|4182|8393|3950
40000462|5%OFF|National|2019-06-28 07:01:39.000000|Gabrielle Lawrence|5|1.00|drive-thru|Debit Card|2.00|540|4H8D1WLF53|4480|8504|1596
37494772|5%OFF|One-time Personal|2019-01-30 11:14:14.000000|Bella Rees|5|0.40|mobile-app|Gift Card|8.40|233|7ZHD86SGDF|4372|8238|3972
34074491|10%OFF|National|2019-05-19 15:29:21.000000|Eric Gill|5|0.63|call-in|Gift Card|3.63|90|7EQSPO6PQD|4082|8132|1920
36939829|BUY5GET1|National|2018-03-16 14:56:31.000000|Austin Sutherland|1|2.30|in-store|Apple Pay|4.28|105|TRIP3OOEHN|4462|8229|2735
34733184|BOGO|Multi-Use Personal|2019-06-27 17:31:20.000000|Dylan Marshall|4|0.00|call-in|Stripe|5.00|551|7VRSITZR08|4186|8309|3284
34089753|5%OFF|One-time Personal|2019-05-29 12:23:31.000000|Richard Bailey|1|1.50|in-store|Cash|2.50|474|L73QJYHZXL|4074|8142|1814
38212745|10%OFF|Multi-Use Personal|2018-09-18 10:43:40.000000|Adam Duncan|4|2.65|call-in|Paypal|5.65|169|ZLINXD9KCM|4281|8364|2183
35661324||Regional|2018-10-09 15:27:03.000000|Piers Parr|1|3.26|in-store|Debit Card|10.26|530|V5YSBNRR10|4562|8719|3085
34399935|10%OFF|One-time Personal|2018-02-09 12:29:40.000000|Theresa Vaughan|1|1.24|in-store|Apple Pay|3.24|386|J1LX4RYY1S|4203|8197|2707
34731705|10%OFF|One-time Personal|2019-06-25 14:30:36.000000|Carol Clarkson|4|3.25|in-store|Apple Pay|5.25|40|JR7M6AOM0I|4188|8236|2914
39420942|10%OFF|Regional|2019-08-01 07:12:59.000000|Joshua Thomson|3|0.00|drive-thru|Apple Pay|4.00|268|2TQAFFPGP4|4512|8516|1280
34092947||Regional|2019-06-01 14:30:49.000000|Leah Hunter|2|1.33|drive-thru|Stripe|3.33|59|6YO9OYPEJC|4080|8208|623
33700416|10%OFF|National|2018-04-07 14:21:57.000000|Grace Ince|3|0.26|drive-thru|Paypal|2.26|532|JTWOL204IX|4081|8214|3915
34445839|BOGO|National|2018-05-31 14:38:20.000000|Audrey Berry|2|2.10|drive-thru|Paypal|6.10|80|YRES28PTYB|4215|8493|789
39509948|10%OFF|National|2018-01-27 11:04:38.000000|Sally White|3|2.39|call-in|Credit Card|3.39|445|UMUDGRPGAA|4478|8532|1536
34564248||Multi-Use Personal|2018-12-12 15:31:18.000000|Warren Quinn|2|0.14|call-in|Apple Pay|7.14|272|D13CEE7U0F|4208|8300|3901
37095520|5%OFF|Multi-Use Personal|2018-12-12 12:32:56.000000|Paul Clark|5|4.77|drive-thru|Credit Card|9.66|454|P81BZ1XG5L|4442|8338|2776
33638815|BUY5GET1|One-time Personal|2017-11-08 16:45:17.000000|Carl Poole|4|0.30|in-store|Cash|2.30|270|I1C5H01YSR|4081|8301|861
34563566|10%OFF|Regional|2018-12-12 08:24:02.000000|Isaac Smith|4|1.81|drive-thru|Cash|3.81|36|7V2ZLW8PRP|4204|8500|3919
34853292|5%OFF|Multi-Use Personal|2018-03-03 11:53:39.000000|Alison Mackenzie|4|1.56|in-store|Paypal|7.56|445|9548U1EQUG|4015|8588|3675
37445857|10%OFF|National|2018-09-08 10:37:18.000000|Anthony Anderson|5|1.44|in-store|Stripe|7.44|502|TBJ2DHILDX|4376|8626|2092
33110118|BOGO|Regional|2013-05-29 20:56:03.000000|Luke Scott|1|0.00|in-store|Gift Card|7.00|278|OMNCSKIKIC|4116|8014|1576
33792151|BOGO|One-time Personal|2018-08-26 12:12:08.000000|Melanie Slater|3|1.09|in-store|Google Pay|3.09|477|Q13AKMLR7Q|4077|8252|1946
34619275|BUY5GET1|National|2019-02-06 09:13:52.000000|Kylie Grant|2|1.72|call-in|Debit Card|8.72|420|5VJZ4DGT9U|4179|8512|3148
34727389|BUY5GET1|Multi-Use Personal|2019-06-19 14:13:51.000000|Ian Miller|2|0.28|drive-thru|Paypal|1.28|474|Y4N7C70IVR|4193|8512|74
34164016|BOGO|One-time Personal|2019-07-27 07:10:02.000000|Emily Knox|2|0.84|drive-thru|Debit Card|3.84|68|F4K86TF1YB|4084|8446|3518
37359552|10%OFF|One-time Personal|2019-09-19 11:17:45.000000|Jacob Duncan|5|2.92|in-store|Cash|9.07|97|YBL3G40TKY|4454|8655|1918
40146245|5%OFF|Regional|2019-09-25 14:58:03.000000|Anna Johnston|3|0.34|call-in|Stripe|2.34|528|DBXN2KE9NE|4479|8112|1551
37514100|10%OFF|National|2019-03-20 15:54:22.000000|Boris Forsyth|1|1.56|in-store|Cash|8.56|227|6RIK38MD3O|4407|8551|1086
34417680|BUY5GET1|Multi-Use Personal|2018-03-22 13:14:56.000000|Felicity Alsop|4|0.32|drive-thru|Credit Card|4.32|562|RQCF7FH2M3|4217|8389|1809
34083576|BUY5GET1|National|2019-05-24 08:03:04.000000|Madeleine Kelly|1|1.48|mobile-app|Credit Card|8.48|543|HGBPX9IS5Z|4085|8264|2965
34411804||One-time Personal|2018-03-07 15:52:21.000000|Steven Nolan|2|0.70|mobile-app|Credit Card|7.70|370|IM7YIDUH5X|4005|8404|3546
33701182|10%OFF|Regional|2018-04-07 16:39:07.000000|Virginia McLean|1|1.40|call-in|Gift Card|8.40|187|JNXDXRXF6B|4089|8106|2596
34459406|BUY5GET1|One-time Personal|2018-06-28 12:20:05.000000|Dan Gray|4|0.35|call-in|Debit Card|5.35|466|U0USASAYXY|4186|8113|3900
38882715|BOGO|Multi-Use Personal|2018-08-06 11:22:09.000000|Pippa McDonald|1|1.90|call-in|Apple Pay|6.89|244|62O614YT8A|4473|8043|3801
34917924|5%OFF|Multi-Use Personal|2018-06-29 14:21:18.000000|Evan Johnston|1|0.18|call-in|Google Pay|6.18|164|KO2PLTO5JL|4030|8578|2081
33142243|10%OFF|Regional|2016-09-08 09:05:04.000000|Amanda Dyer|3|0.00|call-in|Gift Card|5.00|90|XI7B30P89N|4285|8137|384
34393874|5%OFF|One-time Personal|2018-01-27 09:29:43.000000|Joseph Hart|4|1.20|mobile-app|Credit Card|2.20|514|YTYXDG9MZO|4170|8434|302
33786889|10%OFF|Regional|2018-08-19 12:05:38.000000|Brandon Poole|3|1.42|call-in|Paypal|3.42|202|RBQL42J1NE|4080|8133|2566
34429843|BUY5GET1|One-time Personal|2018-04-22 17:52:16.000000|Sam Pullman|2|0.16|drive-thru|Stripe|2.16|319|54MBXEP0SP|4174|8463|3037
33940715|5%OFF|National|2019-01-27 08:11:49.000000|Joe Anderson|2|0.44|drive-thru|Gift Card|2.44|545|OTIIKY7HVC|4079|8163|3280
34357483|BUY5GET1|National|2017-10-15 15:00:49.000000|Michael Tucker|5|0.65|mobile-app|Credit Card|5.65|319|6E6F4C9BF6|4187|8383|1093
34788350|5%OFF|National|2019-09-05 11:52:45.000000|Dorothy Jones|3|3.61|call-in|Credit Card|8.61|593|48S7Q2KG9Y|4185|8381|3112
36648940|BUY5GET1|Regional|2019-04-11 09:15:05.000000|Keith Rampling|5|0.84|drive-thru|Google Pay|4.84|384|O0V9AS8KRW|4120|8704|930
36506804||Regional|2018-10-01 17:13:29.000000|Sam Hunter|1|0.18|mobile-app|Cash|6.18|72|212KYXV4RR|4097|8344|2327
34519749|5%OFF|Multi-Use Personal|2018-10-22 07:15:59.000000|Karen Rutherford|2|1.87|mobile-app|Debit Card|3.87|479|XM6P6Z4YJE|4204|8157|1902
35689002||One-time Personal|2018-11-03 19:38:13.000000|Angela Campbell|3|1.54|mobile-app|Credit Card|2.54|529|FEA8FQHHL6|4541|8738|491
34224552|BOGO|Regional|2019-09-10 10:44:07.000000|Hannah Hardacre|4|0.15|call-in|Apple Pay|3.15|235|P69M6C28OA|4082|8505|2733
36103157|BOGO|One-time Personal|2019-07-09 15:38:07.000000|Vanessa Churchill|3|1.00|drive-thru|Credit Card|4.00|548|6RZWGFR1MU|4546|8704|1605
34681434|BUY5GET1|Multi-Use Personal|2019-04-20 11:02:34.000000|Sean Graham|5|0.84|mobile-app|Apple Pay|3.84|247|N4F3D4DQ99|4198|8254|243
34488627|BOGO|National|2018-08-28 12:56:41.000000|Donna Piper|2|3.20|call-in|Apple Pay|4.20|575|EZ0DSDSP8O|4173|8437|805
37771908||Multi-Use Personal|2019-01-04 13:56:19.000000|Brian Lambert|4|4.08|call-in|Debit Card|10.08|163|CCTGYIGX5E|4061|8085|3466
39779080|5%OFF|One-time Personal|2019-01-11 14:16:02.000000|Owen Taylor|3|0.33|mobile-app|Cash|3.33|278|NHTLPWCFX7|4495|8968|3038
35952118|10%OFF|National|2019-05-17 07:23:53.000000|Irene Lewis|1|0.06|call-in|Stripe|3.06|406|HMUD09JGWC|4536|8774|306
36563363|BUY5GET1|National|2018-12-24 07:12:57.000000|Chloe Alsop|5|0.70|drive-thru|Paypal|7.70|580|XGXM05F281|4117|8812|970
34771006||One-time Personal|2019-08-14 15:06:15.000000|Jason Smith|1|2.96|mobile-app|Debit Card|8.96|192|9PZ9A5VWSM|4007|8469|3728
34513534|BOGO|Regional|2018-10-13 15:02:49.000000|Stephen Young|3|1.54|mobile-app|Apple Pay|3.54|549|DACNUD9P4Y|4204|8293|1895
39167728|BUY5GET1|Regional|2018-09-04 14:05:20.000000|Carol Sharp|4|0.32|drive-thru|Debit Card|4.32|367|0HOXDW2O7P|4501|8466|1544
39523081|5%OFF|National|2018-02-27 10:45:41.000000|Sam Pullman|5|1.80|in-store|Apple Pay|5.80|213|HXQ8NZNNFF|4496|8409|3037
34113610|BUY5GET1|One-time Personal|2019-06-18 11:39:36.000000|Sonia Howard|5|0.77|drive-thru|Debit Card|7.77|129|Z14L79BT63|4089|8469|2643
38233498||Regional|2018-10-09 13:21:37.000000|Sue Abraham|3|0.87|mobile-app|Paypal|3.87|215|0UJG7U33A2|4252|8793|929
34780833|5%OFF|National|2019-08-27 15:37:49.000000|Nicholas Reid|4|0.58|drive-thru|Google Pay|2.58|16|5003RTAHV1|4205|8305|786
34033509||Multi-Use Personal|2019-04-17 08:23:27.000000|Kevin Burgess|3|1.56|call-in|Google Pay|2.56|506|WILXKWAEYY|4074|8484|2139
34004261|5%OFF|National|2019-03-26 08:36:28.000000|Blake Cameron|3|1.52|call-in|Debit Card|2.52|14|6TA5LVB2S6|4074|8368|3628
38545104|BUY5GET1|One-time Personal|2019-06-01 08:20:03.000000|Owen Avery|4|2.20|call-in|Cash|6.20|315|K6ZW9HQQTC|4293|8509|341
34446024|BOGO|National|2018-05-31 14:44:15.000000|Gavin Mackenzie|5|0.44|in-store|Paypal|4.44|18|X3VFHI131Q|4216|8148|2699
33310695|10%OFF|National|2016-01-17 19:43:27.000000|Madeleine Carr|1|2.95|in-store|Stripe|5.41|541|Y64SM02DTU|4419|8317|2159
35314371|BOGO|Regional|2019-08-23 17:49:44.000000|Lillian Parsons|4|4.32|drive-thru|Stripe|10.32|286|5IVOROGINE|4013|8585|1115
33817478|5%OFF|One-time Personal|2018-09-25 16:41:30.000000|Joshua Thomson|1|1.60|drive-thru|Apple Pay|3.60|89|DMUDTQJ0TU|4076|8101|1280
34383860|10%OFF|Regional|2018-01-02 09:20:14.000000|Olivia Hill|4|3.00|in-store|Cash|10.00|14|I76XNUGLSA|4219|8076|1759
34360692|BUY5GET1|National|2017-10-28 09:17:01.000000|Boris Hardacre|5|1.48|in-store|Cash|8.48|150|D1BIH0NDRI|4207|8476|1037
34531923|10%OFF|Multi-Use Personal|2018-11-07 11:44:01.000000|Steven Ferguson|4|0.36|call-in|Stripe|2.36|235|DMC4PFGIB6|4199|8507|3583
35177506|5%OFF|Multi-Use Personal|2019-05-29 12:14:56.000000|Angela Campbell|1|0.52|drive-thru|Credit Card|2.52|228|I2BRX8831C|4024|8554|491
37760689|10%OFF|One-time Personal|2018-12-14 14:02:29.000000|Christopher Simpson|2|1.40|in-store|Google Pay|8.40|227|8TYZRBMS24|4048|8105|3416
37661836|BUY5GET1|Regional|2018-05-12 08:59:09.000000|Richard White|1|1.00|call-in|Stripe|5.00|493|443DKOB5BF|4060|8995|3884
37928350||Regional|2019-08-27 13:30:59.000000|Sean Ince|5|2.54|in-store|Apple Pay|6.54|150|KEVQSNN34E|4058|8318|254
34394157|BOGO|National|2018-01-27 09:22:35.000000|Sally White|3|1.16|in-store|Cash|8.16|32|WB75C093QH|4207|8114|1536
34531307|5%OFF|National|2018-11-06 11:53:04.000000|Andrea Reid|4|0.34|in-store|Stripe|2.34|307|BWKR2DU3FH|4174|8474|1525
35549597|10%OFF|Multi-Use Personal|2018-07-13 13:38:48.000000|Cameron Graham|5|2.81|mobile-app|Apple Pay|9.81|276|1QEI7O7ZYK|4562|8726|3710
36858288|10%OFF|Multi-Use Personal|2019-08-30 07:38:16.000000|Michael Tucker|1|1.92|drive-thru|Cash|4.92|50|1JVRBTTU80|4128|8049|1093
33979941|BUY5GET1|National|2019-03-04 11:27:56.000000|Megan Kerr|2|3.16|mobile-app|Paypal|10.16|587|YOPAFUZPTT|4085|8444|399
37520650|5%OFF|Multi-Use Personal|2019-04-05 11:26:13.000000|Ruth Ogden|1|0.95|mobile-app|Gift Card|5.95|1|BIIIKN713Z|4403|8644|1734
33970717|BOGO|National|2019-02-23 13:37:53.000000|Theresa Vaughan|4|0.26|mobile-app|Stripe|2.26|358|KFFRKD0I57|4079|8476|2707
33754929|5%OFF|National|2018-07-05 11:45:10.000000|Virginia Paterson|2|2.36|call-in|Cash|9.36|112|OHN2C915BA|4085|8426|3172
34694372|BUY5GET1|Multi-Use Personal|2019-05-09 09:31:59.000000|Megan Grant|5|0.11|drive-thru|Cash|1.11|77|UHXXGR2L4U|4172|8246|1964
39036929|5%OFF|Regional|2017-09-30 09:10:00.000000|Faith Arnold|2|0.20|mobile-app|Google Pay|4.20|583|VV7LXE0NLU|4513|8169|2602
35111933||Multi-Use Personal|2019-04-04 09:21:00.000000|Owen Churchill|1|0.52|mobile-app|Google Pay|4.52|432|X4ZIPTX331|4027|8566|2908
35297720|5%OFF|One-time Personal|2019-08-13 08:38:54.000000|Jason Henderson|3|1.33|mobile-app|Stripe|8.33|54|I7N3YTORU3|4045|8575|1119
34535555||Multi-Use Personal|2018-11-11 17:15:32.000000|Katherine Quinn|4|0.16|in-store|Apple Pay|1.16|299|1F9ZDX1GAH|4201|8350|1653
39141746|BUY5GET1|Regional|2018-07-17 11:07:20.000000|Jasmine Clarkson|4|1.48|drive-thru|Stripe|2.48|465|T8D8Z2N3US|4502|8472|1673
37491258|5%OFF|One-time Personal|2019-01-21 17:18:46.000000|Una Gray|3|0.27|in-store|Credit Card|3.27|186|OW2E9DKRPP|4384|8770|3549
34609117|BOGO|National|2019-01-27 17:25:13.000000|Jacob Vance|2|0.10|mobile-app|Debit Card|1.10|515|1WLHVZBE0D|4193|8354|2341
33895892|5%OFF|Regional|2018-12-15 12:10:17.000000|Sue Morgan|3|4.98|in-store|Stripe|10.98|581|GBHF2ZCFMZ|4088|8340|3706
34364839|BUY5GET1|Multi-Use Personal|2017-11-11 09:44:43.000000|Alexandra Butler|4|0.36|in-store|Gift Card|3.36|73|THWY25R1AN|4184|8312|3856
34113038|10%OFF|Multi-Use Personal|2019-06-17 07:45:49.000000|Joseph McDonald|1|0.30|drive-thru|Google Pay|2.30|357|FQTIM8X15A|4078|8224|1743
33162711|BUY5GET1|National|2014-01-25 10:47:34.000000|Hannah Davies|5|0.00|in-store|Gift Card|3.00|574|6FYHKUAKL9|4319|8389|3122
36911494|BUY5GET1|One-time Personal|2017-12-21 08:08:03.000000|Chloe Howard|2|3.96|drive-thru|Paypal|7.19|75|T2UZOUVT8Z|4460|8429|1378
38894665|5%OFF|Multi-Use Personal|2018-09-19 15:43:58.000000|Christian Morrison|5|3.62|in-store|Stripe|6.52|5|KOCHG4ORBW|4472|8579|1887
36534337|10%OFF|National|2018-11-13 07:20:37.000000|Gavin Glover|5|0.32|in-store|Google Pay|2.32|229|6SWBZHIUH4|4122|8887|3024
37915343||One-time Personal|2019-08-12 16:08:52.000000|Neil Welch|2|2.50|drive-thru|Credit Card|7.50|193|LDRNNKZU03|4050|8275|11
33764397|5%OFF|National|2018-07-19 07:23:20.000000|Leah Clarkson|3|0.77|in-store|Credit Card|7.77|348|PT5F5CIOMT|4089|8212|3011
33670696|5%OFF|Regional|2018-02-06 09:24:21.000000|Blake Oliver|4|1.26|call-in|Gift Card|8.26|77|XPI1UPJMTN|4087|8486|901
34146324||One-time Personal|2019-07-14 15:23:22.000000|Nathan Reid|4|0.26|call-in|Debit Card|2.26|447|CJ3M4H4528|4079|8459|2295
38677823|5%OFF|One-time Personal|2019-07-23 11:00:05.000000|Dorothy Black|3|1.40|drive-thru|Stripe|8.40|331|TA47333Q0O|4291|8553|3654
38106624|10%OFF|One-time Personal|2018-06-23 15:44:40.000000|Emily Wright|5|2.48|in-store|Paypal|8.48|118|KZE682AEVO|4275|8977|2637
34471834|BOGO|Multi-Use Personal|2018-07-25 08:20:56.000000|Matt Dickens|2|0.78|in-store|Paypal|6.78|258|YSB7VST5ZD|4009|8248|3965
34565514|BUY5GET1|National|2018-12-14 16:02:07.000000|Adam King|4|0.48|call-in|Stripe|6.48|3|PZAIKO3KWF|4222|8092|2402
35919162|BOGO|Regional|2019-05-05 20:44:33.000000|Dylan Welch|4|1.96|in-store|Debit Card|8.96|267|4G96FUV39H|4563|8725|3476
34956917|10%OFF|Multi-Use Personal|2018-08-17 09:53:45.000000|Rose Vance|5|2.03|mobile-app|Stripe|9.03|562|Q20KQLFK42|4044|8582|2948
37162399|BOGO|National|2019-03-07 08:08:20.000000|Donna Graham|4|2.00|in-store|Credit Card|3.98|317|3LEGL9RMXU|4462|8321|1026
34464743|BOGO|One-time Personal|2018-07-10 10:02:37.000000|Amy MacDonald|3|0.21|drive-thru|Gift Card|3.21|59|HMDN64M02M|4189|8132|3454
36858772|5%OFF|One-time Personal|2019-08-30 11:21:06.000000|Frank Ferguson|3|1.24|call-in|Cash|6.24|276|Q32FRQ3ZRM|4106|8432|1566
37644445|10%OFF|National|2018-03-22 07:56:07.000000|Sue Payne|2|0.32|mobile-app|Stripe|4.32|530|SLVUMIDXUM|4069|8567|353
37105786||National|2018-12-26 15:16:47.000000|Ryan Clark|3|3.23|mobile-app|Debit Card|8.12|223|IBA6MYUJMD|4442|8982|1402
34452435||One-time Personal|2018-06-15 08:11:03.000000|Rebecca Ellison|5|0.29|mobile-app|Apple Pay|1.29|22|JF2DMT9W3P|4201|8147|145
36945812|5%OFF|National|2018-04-01 13:26:16.000000|Brian Nolan|5|3.77|mobile-app|Paypal|7.00|315|HY68AOH3E8|4460|8373|519
38235268|BUY5GET1|Multi-Use Personal|2018-10-11 15:44:04.000000|Jason May|3|0.42|in-store|Cash|6.42|182|879BXQF6H1|4226|8479|149
39428045|10%OFF|Regional|2019-08-09 16:36:52.000000|Sean Campbell|1|1.96|in-store|Paypal|8.96|515|ROOLFIHSUC|4519|8732|2912
38390135|BOGO|Multi-Use Personal|2019-02-27 13:13:04.000000|Emily Bailey|2|3.15|call-in|Cash|5.15|458|FX8D1T6G3Z|4251|8617|2199
33811131|10%OFF|Regional|2018-09-17 10:58:14.000000|Natalie Forsyth|4|0.06|mobile-app|Apple Pay|2.06|153|KYVIM7EK2Z|4078|8102|2036
37348049|BUY5GET1|Multi-Use Personal|2019-09-08 10:34:02.000000|Ava Langdon|3|2.42|call-in|Gift Card|8.57|578|K21GNJ6BUG|4454|8239|2018
34544025|BUY5GET1|One-time Personal|2018-11-21 08:22:13.000000|Grace Dickens|2|3.25|drive-thru|Debit Card|5.25|146|HLJOOMTV3F|4188|8074|2674
34629993|5%OFF|National|2019-02-17 17:39:18.000000|Luke Mitchell|4|0.24|call-in|Google Pay|3.24|585|UE1WBWR57X|4196|8080|2278
34402792||Multi-Use Personal|2018-02-15 11:30:36.000000|Irene Dowd|1|3.12|mobile-app|Cash|5.12|355|09UO8AHCV8|4182|8415|896
34356762||Regional|2017-10-12 13:22:52.000000|Kevin Kelly|5|0.84|in-store|Debit Card|7.84|159|KMJ1GVLXZ1|4005|8282|2369
34683848||National|2019-04-24 15:43:04.000000|Vanessa Greene|1|0.14|in-store|Gift Card|1.14|107|JTUD69UOPU|4202|8314|3665
34453452|5%OFF|Multi-Use Personal|2018-06-17 09:25:27.000000|Phil May|4|0.18|in-store|Apple Pay|2.18|109|FVK50KUXNW|4205|8441|3295
36896539|10%OFF|Regional|2017-10-20 17:47:09.000000|Steven Reid|2|3.10|mobile-app|Debit Card|6.78|352|T83DLC97LR|4443|8234|2337
39374578|5%OFF|Regional|2019-06-13 11:35:20.000000|Jonathan Young|3|1.32|drive-thru|Debit Card|7.32|182|NWVTQIUSFH|4506|8704|2553
34518541|BUY5GET1|One-time Personal|2018-10-20 09:05:32.000000|Vanessa Randall|4|0.12|mobile-app|Cash|2.12|101|M1HFB8RPXW|4205|8169|3945
37393158|BOGO|Multi-Use Personal|2018-02-13 16:47:17.000000|Ian Hemmings|4|4.08|mobile-app|Google Pay|10.08|1|BE7KKMPCF3|4395|8997|2323
35272356|10%OFF|National|2019-07-29 15:33:44.000000|Anne Kerr|3|5.40|mobile-app|Cash|12.40|383|95498PD9WU|4016|8633|3697
34461787|10%OFF|Regional|2018-07-03 14:10:21.000000|Alan Metcalfe|1|0.36|drive-thru|Stripe|2.36|215|1LYJEKN3Q5|4205|8141|728
34656546|BOGO|Regional|2019-03-17 16:08:15.000000|Sue Murray|3|0.24|call-in|Apple Pay|2.24|336|D8451UFBAE|4190|8363|3395
35179052||National|2019-05-31 14:01:23.000000|Ian Martin|5|0.44|in-store|Apple Pay|2.44|24|LMKWYDMVIE|4012|8617|403
34831789|BUY5GET1|National|2017-12-28 07:31:44.000000|Phil Bell|4|1.61|mobile-app|Cash|8.61|51|LKZXI52X82|4040|8641|2768
34695627|10%OFF|One-time Personal|2019-05-10 10:07:37.000000|Andrew Lewis|2|0.27|mobile-app|Apple Pay|3.27|137|4G5E79LF0U|4183|8263|3380
35370898||One-time Personal|2017-11-25 13:59:06.000000|Alexander Sutherland|1|3.32|call-in|Google Pay|10.32|394|7S56BTP2XF|4563|8713|3839
34660663|BUY5GET1|One-time Personal|2019-03-23 13:04:53.000000|Diana Walker|5|0.56|call-in|Gift Card|4.56|584|VR31XAYIS8|4217|8227|1705
34022316|10%OFF|Multi-Use Personal|2019-04-08 09:42:58.000000|Phil May|3|1.12|in-store|Debit Card|8.12|323|HBFAFQG4SJ|4087|8183|3295
34667075|5%OFF|Regional|2019-04-02 10:02:58.000000|Carolyn Lewis|5|0.07|in-store|Gift Card|1.07|113|ZSU6ETSU7T|4192|8127|3302
38560762|BUY5GET1|Multi-Use Personal|2019-06-08 09:36:15.000000|David Paige|2|1.26|call-in|Credit Card|8.26|551|JUR7V9RNYS|4267|8666|2333
38571854|5%OFF|National|2019-06-12 08:58:22.000000|Brian Vance|2|0.56|call-in|Gift Card|4.56|556|28ZABBMHOF|4357|8252|2609
33634921|10%OFF|Regional|2017-10-24 15:23:04.000000|Rachel Morgan|2|1.75|call-in|Gift Card|8.75|213|6QESO10CNA|4090|8254|3029
34438255|5%OFF|National|2018-05-13 13:38:28.000000|Colin Rampling|1|0.91|call-in|Gift Card|7.91|479|ZZKTSGEXJO|4214|8285|971
39549422||National|2018-04-20 13:08:02.000000|Zoe Vaughan|5|1.48|in-store|Gift Card|4.48|23|JR5JOY5NYX|4493|8105|2328
33713060||National|2018-04-27 14:24:53.000000|Sue Pullman|5|0.42|in-store|Stripe|2.42|551|4FZW6IVEFK|4079|8427|636
34503875|10%OFF|One-time Personal|2018-09-25 11:35:11.000000|Penelope Metcalfe|2|1.12|call-in|Google Pay|2.12|29|1BVX1HJHKD|4170|8416|2322
34400969|BOGO|One-time Personal|2018-02-12 10:19:11.000000|Joan Forsyth|3|2.03|call-in|Cash|9.03|442|HOVIFIKZO9|4180|8391|329
35144082|10%OFF|National|2019-05-05 12:54:09.000000|Steven Ferguson|4|2.54|drive-thru|Cash|6.54|23|YCPEE26WOY|4025|8663|3583
34639481|BUY5GET1|Regional|2019-02-23 16:48:59.000000|Justin Baker|1|0.18|in-store|Credit Card|1.18|164|DD7DRK38UJ|4172|8182|253
39652625|BOGO|Multi-Use Personal|2018-09-07 12:14:29.000000|Virginia Dowd|1|0.06|in-store|Debit Card|2.06|360|PVVJ94IHKM|4477|8516|396
34465973|BUY5GET1|Regional|2018-07-12 17:57:16.000000|Wanda Oliver|3|0.28|drive-thru|Gift Card|1.28|38|1TFZVE9IFJ|4201|8205|434
39138746|5%OFF|Multi-Use Personal|2018-07-11 16:08:16.000000|Fiona Ogden|2|0.76|mobile-app|Credit Card|4.76|85|X7JS0F6NXT|4512|8465|1015
34660338|5%OFF|National|2019-03-23 07:35:16.000000|Sonia Peake|5|1.58|mobile-app|Debit Card|2.58|441|Z0U7AL2EK3|4175|8415|361
35340503|5%OFF|One-time Personal|2019-09-15 14:42:09.000000|Richard Duncan|5|1.96|mobile-app|Stripe|8.96|150|GPF8UDKH02|4043|8627|1457
34182894|5%OFF|Multi-Use Personal|2019-08-11 09:38:36.000000|Liam Taylor|5|0.50|call-in|Google Pay|2.50|28|N5VSNHVW3R|4079|8175|3336
38216335|5%OFF|Multi-Use Personal|2018-09-22 09:38:26.000000|Rebecca Rampling|1|3.75|mobile-app|Stripe|5.75|20|E3UVUREZW9|4251|8226|696
37328001|BOGO|National|2019-08-20 07:45:17.000000|Wendy Harris|2|5.39|in-store|Gift Card|7.53|50|JDSX0P5YNS|4447|8078|2843
37196063|BUY5GET1|Multi-Use Personal|2019-04-12 08:26:27.000000|Carol Baker|2|5.59|in-store|Credit Card|11.64|496|GC71JXE64U|4446|8320|2127
40080495|10%OFF|Multi-Use Personal|2019-08-21 08:45:48.000000|Kimberly Hughes|5|1.25|mobile-app|Gift Card|6.25|63|R2QAECD3TZ|4497|8819|3916
